MCH.Merchant Name,FIN.Transaction Amount,FIN.Transaction Date
MURRAY'S #331700033175,39.96,11/18/2008
MURRAY'S #331700033175,28.98,11/18/2008
KMART 4105,29.99,11/18/2008
PC *RUSH.COM,324.45,11/18/2008
ADVANCED PETRO INC Q39,19.6,11/18/2008
FIRE SERVICE BOOKSTORE,843.16,11/18/2008
CREDIT ADJUSTMENT MV,-4.45,11/17/2008
USAIRWAY 03723288657966,545,11/17/2008
USAIRWAY 03723288657970,25,11/17/2008
VISTAPR*VISTAPRINT.COM,118.14,11/17/2008
STADIUM HARDWARE,91.78,11/17/2008
LOWES #00734*,73.74,11/17/2008
DETROIT HITCH,92.6,11/17/2008
SOUPDUJOURENTERPRISESL,175.9,11/17/2008
AKA*ADOLF KIEFER ASSOC,1619.95,11/17/2008
AKA*ADOLF KIEFER ASSOC,400,11/17/2008
BUSCH'S #1035,111.46,11/17/2008
CARTER LUMBER,26.94,11/17/2008
USPS 2524950107 QQQ,10,11/17/2008
KROGER #688,38.19,11/17/2008
VOGEL'S LOCK & SAFE,44.68,11/17/2008
OREILLY AUTO 00017277,4.45,11/17/2008
GFS MKTPLC #0868,25.99,11/16/2008
LITTLE CAESARS #7 Q67,23.53,11/16/2008
INTUIT *18004INTUIT,225,11/16/2008
LITTLE CAESARS #7 Q67,17.65,11/15/2008
15TH JUDICIAL DISTRICT,135,11/14/2008
ANDERSON PAINT COMPANY,31.51,11/14/2008
MICHAELS #2108,11.98,11/14/2008
VOGEL'S LOCK & SAFE,38.3,11/14/2008
NAPA AUTO PARTS,26.43,11/14/2008
NAPA AUTO PARTS,-28.02,11/14/2008
FISHER SCI CHI,663.32,11/14/2008
FISHER SCI CHI,81.97,11/14/2008
PAYPAL *NORTHCENTRA,225,11/14/2008
USPS 2524950107 QQQ,37.24,11/14/2008
REAL SEAFOOD CO,94.39,11/14/2008
PLUM MARKET,92.71,11/14/2008
OPTICS PLANET INC,823.75,11/14/2008
BEST BUY MHT 00004085,203.96,11/14/2008
MARRIOTT JW GRAND RAPI,259.46,11/14/2008
AMAZON.COM,40,11/14/2008
ACE BARNES HARDWARE,83.93,11/14/2008
GROSS ELECTRIC INC,349.99,11/14/2008
LOWES #00734*,101.5,11/13/2008
SWEETWATERS CAFE-ANN A,37.75,11/13/2008
AHMOS GYROS AND DELI,164.82,11/13/2008
LESCO SC 4044,-13.53,11/13/2008
GFS MKTPLC #0868,185.96,11/13/2008
LOWES #00734*,88.66,11/13/2008
ARBOR VACUUM AND SMALL,19.03,11/13/2008
S.L.C METER SERVICE IN,577.75,11/13/2008
JOHN M ELLSWORTH CO IN,165.58,11/13/2008
15TH JUDICIAL DISTRICT,140,11/12/2008
FINGERLE LUMBER CO SAL,208.36,11/12/2008
MARRIOTT 337J8 SD MAR,1555.98,11/12/2008
DMI* DELL K-12/GOVT,2207.6,11/12/2008
SEARS ROEBUCK 1390,19.99,11/12/2008
1-800-BUY-RACK,447.36,11/12/2008
USPS 2599769550 QQQ,5.95,11/12/2008
BUSCH'S #1035,19.99,11/12/2008
A 1 RENTAL INC,58,11/12/2008
TARGET 00012856,87.05,11/12/2008
CARPENTER BROS HAR,236.45,11/12/2008
KROGER #688,20.71,11/12/2008
STAPLES 00115642,13.02,11/12/2008
STADIUM HARDWARE,34,11/12/2008
VAN BUREN STEEL INC,319.1,11/12/2008
USPS 2524950107 QQQ,69.08,11/12/2008
BIG GEORGES,84.75,11/12/2008
WW GRAINGER 236,268.65,11/12/2008
WW GRAINGER 236,93.36,11/12/2008
LOWES #00734*,119,11/12/2008
NWA AIR 01221724505316,421,11/11/2008
NWA AIR 01202632863811,20,11/11/2008
NATIONAL CAR RENTAL,234.66,11/11/2008
AIRLINES PARKING,59,11/11/2008
EXXONMOBIL 45398542,7.01,11/11/2008
NWA AIR 01226067054274,15,11/11/2008
NWA AIR 01226067053084,40,11/11/2008
BRONNERS CHRISTMAS WND,65.44,11/11/2008
DRI*WWW.ELEMENT5.INFO,1109,11/11/2008
LOWES #00734*,151.58,11/10/2008
CROCES,32.71,11/10/2008
LOWES #00734*,-15.91,11/10/2008
NAPA AUTO PARTS,215.71,11/10/2008
SUNRISE SCREEN PRINTIN,27,11/10/2008
KROGER #689,31.92,11/10/2008
BEST BUY MHT 00004085,24.99,11/10/2008
STADIUM HARDWARE,33.98,11/10/2008
BRIDGEWATER TIRE CO. I,80.9,11/10/2008
SCOTT MACHINE& E-BADGE,1025.23,11/10/2008
MCCALLY TOOL AND SUPPL,65,11/10/2008
LOWES #00734*,143.36,11/10/2008
PIEDMONT PLASTICS GP 2,691.29,11/10/2008
USPS 2524950107 QQQ,84,11/10/2008
SATTERLUND SUPPLY CO,147.37,11/10/2008
SOCIETY HEADQUARTERS,75,11/10/2008
RED PEARL KITCHEN,20.32,11/9/2008
LOWES #00734*,65.85,11/9/2008
STADIUM HARDWARE,31.27,11/9/2008
LITTLE CAESARS #7 Q67,23.53,11/9/2008
COUNTRY INN AND SUITES,101.46,11/8/2008
CHEESECAKE SAN DIEGO,30.28,11/8/2008
LITTLE CAESARS #7 Q67,35.3,11/8/2008
MICHAELS #2108,3.17,11/7/2008
STADIUM HARDWARE,44.03,11/7/2008
OLD TOWN MEXICAN CAFE,17.57,11/7/2008
NAPA AUTO PARTS,18.4,11/7/2008
PANERA BREAD #1153 Q53,17.18,11/7/2008
PAPA JOHNS #2975,39.87,11/7/2008
SPARTAN DISTRIBUTORS,334.98,11/7/2008
OSBURN INDUSTRIES INC,1489.24,11/7/2008
PRECISIONID,75,11/7/2008
LOWES #00734*,142.64,11/7/2008
SURVEYMONKEY COM,19.95,11/7/2008
GFS MKTPLC #0868,103.85,11/7/2008
WASHTENAW CTY RGSTR DE,52,11/7/2008
STADIUM HARDWARE,241.51,11/7/2008
KROGER #688,27.06,11/7/2008
MEIJER INC #64 Q01,40.9,11/7/2008
DO IT BEST COMMERC,114.99,11/7/2008
AMZ*AMAZON PAYMENTS,6.92,11/7/2008
AMAZON.COM,45.18,11/7/2008
NWA AIR 01226065329301,40,11/6/2008
NWA AIR 01226065329393,15,11/6/2008
CROCES,38.94,11/6/2008
LPI INC,291.85,11/6/2008
SIGMA ALDRICH US,476.19,11/6/2008
JIMMY JOHNS #30 QPS,94.98,11/6/2008
KROGER #472,6.38,11/6/2008
KROGER #689,12.72,11/6/2008
BUSCH'S #1035,200.69,11/6/2008
BUSCH'S #1035,40.75,11/6/2008
NAPA AUTO PARTS,106.17,11/6/2008
CARPENTER BROS HAR,15.78,11/6/2008
HOSFORD & COMPANY,840,11/6/2008
LOWES #00734*,175.52,11/6/2008
WOLVERINE RENTAL AND,379.5,11/6/2008
AMZ*AMAZON PAYMENTS,7.22,11/6/2008
AMZ*AMAZON PAYMENTS,8.46,11/6/2008
AMZ*AMAZON PAYMENTS,7.18,11/6/2008
AMZ*AMAZON PAYMENTS,6.47,11/6/2008
AMZ*AMAZON PAYMENTS,7.99,11/6/2008
AMZ*AMAZON PAYMENTS,7.17,11/6/2008
AMZ*AMAZON PAYMENTS,6.99,11/6/2008
AMZ*AMAZON PAYMENTS,8.98,11/6/2008
AMZ*AMAZON PAYMENTS,6.91,11/6/2008
AMZ*AMAZON PAYMENTS,8.97,11/6/2008
AMZ*AMAZON PAYMENTS,6.84,11/6/2008
AMZ*AMAZON PAYMENTS,8.34,11/6/2008
AMZ*AMAZON PAYMENTS,8.98,11/6/2008
KROGER #688,77.79,11/6/2008
OCC AUBURN HILLS BUSIN,450,11/5/2008
STATE POLICE TRAINING,78,11/5/2008
NAPA AUTO PARTS,12.98,11/5/2008
CORRIGAN OIL 2,399.88,11/5/2008
CORRIGAN OIL 2,312.53,11/5/2008
FISHER SCI CHI,219.9,11/5/2008
TERMINIX INT. LOCKBOX,640.2,11/5/2008
PARTY AMERICA,29.13,11/5/2008
DEXTER MILL,174,11/5/2008
DR. DON'S BUTTONS,91.38,11/5/2008
ACE BARNES HARDWARE,144.82,11/5/2008
CARPENTER BROS HAR,70,11/5/2008
THE HOME DEPOT 2721,102.89,11/5/2008
LAWSON PRODUCTS,765.08,11/5/2008
CURRENT MOTOR ELECTRIC,2428.6,11/5/2008
STADIUM HARDWARE,70.52,11/5/2008
WW GRAINGER 236,54.86,11/4/2008
STADIUM HARDWARE,64.23,11/4/2008
ENGINEERSUPPLY COM,39.69,11/4/2008
AFTERNOON DELIGHT,306.75,11/4/2008
AFTERNOON DELIGHT,253,11/4/2008
OSKRI ORGANICS,247.99,11/4/2008
CONTRACTORS CONNECTION,732,11/4/2008
MACARONI GR14100001412,50.9,11/4/2008
MACARONI GR14100001412,50.9,11/4/2008
MACARONI GR14100001412,50.91,11/4/2008
PANERA BREAD #874 Q53,63.31,11/4/2008
STADIUM HARDWARE,2.96,11/4/2008
BEHLER YOUNG CO. THE,21.6,11/4/2008
STAPLES 00115642,86.99,11/4/2008
STADIUM HARDWARE,6.99,11/4/2008
A 1 RENTAL INC,187.3,11/4/2008
LOWES #00734*,130.21,11/4/2008
NAPA AUTO PARTS,131.23,11/3/2008
MURCAL INC,45.75,11/3/2008
ARS TECHNOLOGIES,209.44,11/3/2008
APG,343,11/3/2008
APG,127,11/3/2008
GENERAL LABORATORY SPL,31.84,11/3/2008
LOWES #00734*,15.53,11/3/2008
GFS MKTPLC #0868,150.74,11/3/2008
WW GRAINGER 236,253.13,11/3/2008
MEIJER INC #64 Q01,9.53,11/3/2008
CONTRACTORS CLOTHING C,701.93,11/3/2008
SEARS ROEBUCK 1390,536.72,11/3/2008
THE HOME DEPOT 2721,5.29,11/2/2008
USPS 2524950107 QQQ,25.37,11/1/2008
USPS 2524950107 QQQ,16.5,10/31/2008
DRIVE TRAIN SPECIALIST,29.84,10/31/2008
NAPA AUTO PARTS,11.48,10/31/2008
FISHER SCI CHI,141.94,10/31/2008
TARGET 00012856,47.85,10/31/2008
GFS MKTPLC #0868,14.02,10/31/2008
PITTSFIELD ROBIN INC,25,10/31/2008
PITTSFIELD ROBIN INC,100,10/31/2008
PITTSFIELD ROBIN INC,100,10/31/2008
SPARTAN DISTRIBUTORS,337.43,10/31/2008
FERGUSON ENT#933,6.08,10/31/2008
USPS 2524950107 QQQ,4.8,10/31/2008
DEXTER MILL,16.4,10/31/2008
CARPENTER BROS HAR,15.96,10/31/2008
DISCOUNT FILING,53.42,10/31/2008
DISCOUNT FILING,25.35,10/31/2008
SPEARS FIRE & SAFETY I,28,10/31/2008
M-BAVARIAN INN MOTOR L,-5.34,10/31/2008
M-BAVARIAN INN MOTOR L,-5.34,10/31/2008
M-BAVARIAN INN MOTOR L,-5.34,10/31/2008
15TH JUDICIAL DISTRICT,120,10/30/2008
15TH JUDICIAL DISTRICT,-120,10/30/2008
15TH JUDICIAL DISTRICT,90,10/30/2008
THE OLIVE GARD00011106,50,10/30/2008
MEIJER INC #173 Q01,50,10/30/2008
CABELA'S RETAIL DUNDEE,149.99,10/30/2008
LOWES #00734*,114.28,10/30/2008
LOWES #00734*,251.35,10/30/2008
APPLEBEES 584900158493,50,10/30/2008
USPS 2524950107 QQQ,7.05,10/30/2008
MICHAELS #2108,25.11,10/30/2008
CABELA'S RETAIL DUNDEE,50,10/30/2008
CABELA'S RETAIL DUNDEE,69.66,10/30/2008
KROGER #605,29.07,10/30/2008
LOWES #00734*,296.76,10/30/2008
KOLOSSOS PRINTING INC,251.25,10/30/2008
LOWES #01750*,104.31,10/30/2008
LOWES #00734*,50,10/30/2008
GFS MKTPLC #0868,60.03,10/30/2008
GFS MKTPLC #0868,56.87,10/30/2008
GFS MKTPLC #0868,50.55,10/30/2008
GFS MKTPLC #0868,53.71,10/30/2008
GFS MKTPLC #0868,37.91,10/30/2008
GFS MKTPLC #0868,37.91,10/30/2008
GFS MKTPLC #0868,19.01,10/30/2008
FINGERLE LUMBER CO SAL,1538.4,10/29/2008
STADIUM HARDWARE,35.11,10/29/2008
AUTOMOT.CLIMATECTRL.IN,27.09,10/29/2008
IDEXX DISTRIBUTION INC,163.13,10/29/2008
VOGEL'S LOCK & SAFE,12.8,10/29/2008
MEIJER INC #027 Q01,45.17,10/29/2008
STADIUM HARDWARE,2.73,10/29/2008
RUBBER STAMPS UNLTD,15.23,10/29/2008
WW GRAINGER 236,84.69,10/29/2008
WW GRAINGER 236,151.43,10/29/2008
LARRY'S MOWER SHOP INC,255,10/29/2008
TARGET 00012856,23.88,10/29/2008
KROGER #689,30.26,10/29/2008
JOANN ETC #2004,15.07,10/29/2008
NWA AIR 01221718829520,241,10/28/2008
NWA AIR 01202631907740,20,10/28/2008
15TH JUDICIAL DISTRICT,153.5,10/28/2008
STADIUM HARDWARE,32.9,10/28/2008
LPI INC,-291.85,10/28/2008
NAPA AUTO PARTS,103.77,10/28/2008
NAPA AUTO PARTS,15.01,10/28/2008
KROGER #689,38.33,10/28/2008
DIAG PARTY SHOPPE,60.53,10/28/2008
THE TRANE COMPANY,26.64,10/28/2008
VOGEL'S LOCK & SAFE,6.4,10/28/2008
VOGEL'S LOCK & SAFE,10.5,10/28/2008
FEDEX KINKO'S #0465,2.08,10/28/2008
XPEDX PAPER & GRAPHICS,150.04,10/28/2008
ACE BARNES HARDWARE,60.27,10/28/2008
GFS MKTPLC #0868,202.55,10/28/2008
REI 124 ANN ARBOR,25,10/28/2008
SPARTAN DISTRIBUTORS,36.17,10/28/2008
NAPA AUTO PARTS,91.68,10/28/2008
LOWES #00734*,26.56,10/28/2008
JF NEW AND ASSOCIAT,522.74,10/28/2008
KROGER #688,2.59,10/28/2008
LOWES #00734*,7.97,10/28/2008
ZIPPY AUTO WASH,25,10/28/2008
ZIPPY AUTO WASH,25,10/28/2008
SPARTAN DISTRIBUTORS,57.24,10/28/2008
ACE BARNES HARDWARE,25.58,10/28/2008
TURFGRASS INC,456,10/28/2008
PACER800-676-6856IR,35.6,10/28/2008
BIG DADDY'S CAR WASH,120,10/28/2008
CAMPING WORLD #15,12.96,10/28/2008
FINGERLE LUMBER CO SAL,1562.4,10/27/2008
LAWSON PRODUCTS,491.13,10/27/2008
SIGMA ALDRICH US,872.26,10/27/2008
KOLOSSOS PRINTING INC,189.18,10/27/2008
BRONNERS CHRISTMAS WND,65.44,10/27/2008
DD/BR #339641 Q35,6.88,10/27/2008
SCHOOL TECH INC,-80.97,10/27/2008
SCHOOL TECH INC,-24.12,10/27/2008
INTL SOC ARBORICULTURE,79.72,10/27/2008
MARATHON OIL 066621Q96,31,10/27/2008
VOGEL'S LOCK & SAFE,29.7,10/27/2008
SPARTAN DISTRIBUTORS,81.47,10/27/2008
DIUBLE EQUIPMENT INC,300,10/27/2008
SEARS ROEBUCK 1390,126.49,10/26/2008
KROGER #688,70.02,10/26/2008
USPS 2524950107 QQQ,23.6,10/25/2008
LANDSENDBUSINESS,50.95,10/25/2008
LANDSENDBUSINESS,34.81,10/25/2008
LANDSENDBUSINESS,43.83,10/25/2008
LANDSENDBUSINESS,54.31,10/25/2008
STADIUM HARDWARE,20.86,10/25/2008
WHITNEYS COLLISION CNT,589,10/24/2008
DETROIT HITCH,-38.91,10/24/2008
THE BROKEN EGG,23.29,10/24/2008
SPARTAN DISTRIBUTORS,193.6,10/24/2008
SPARTAN DISTRIBUTORS,170.82,10/24/2008
LOWES #00734*,12.4,10/24/2008
CARPENTER BROS HAR,28.71,10/24/2008
ARBORICULTURE SOCIETY,165,10/24/2008
TARGET 00012856,37.53,10/24/2008
ACE BARNES HARDWARE,17.15,10/24/2008
BED BATH & BEYOND #234,25.97,10/24/2008
LOWES #00734*,79.65,10/24/2008
ANDERSON PAINT COMPANY,25,10/24/2008
STADIUM HARDWARE,34.26,10/24/2008
PUBLIC AGENCY TRAINING,275,10/23/2008
WASHTENAW CTY BAR ASSO,25,10/23/2008
WASHTENAW CTY RGSTR DE,15,10/23/2008
LPI INC,291.85,10/23/2008
DETROIT HITCH,488.77,10/23/2008
FISHER SCI CHI,211.36,10/23/2008
SIGMA ALDRICH US,152.94,10/23/2008
U T CONFERENCES INS,265,10/23/2008
KROGER #689,58.21,10/23/2008
LOWES #00734*,32.81,10/23/2008
GFS MKTPLC #0868,27.87,10/23/2008
NAPA AUTO PARTS,66.96,10/23/2008
SPARTAN DISTRIBUTORS,33,10/23/2008
STADIUM HARDWARE,16.99,10/23/2008
AMZ*AMAZON PAYMENTS,59.23,10/23/2008
THE MICHIGAN WATER ENV,100,10/23/2008
WOLVERINE SUPPLY CO.,44,10/23/2008
LOWES #01750*,37.79,10/23/2008
ZINGERMANBAKEHOUSEINC,56,10/23/2008
ZINGERMANS COFFEE CO L,66.32,10/23/2008
USPS 2524950169 QQQ,27,10/23/2008
USPS 2524950107 QQQ,6.25,10/23/2008
WW GRAINGER 236,28.76,10/23/2008
CARPENTER BROS HAR,63.96,10/23/2008
ANN ARBOR CLEANING SUP,333.36,10/23/2008
RADIOSHACK COR00163303,7.49,10/23/2008
SPIRIT HALLOWEEN 6761,153.82,10/23/2008
THE TRANE COMPANY,45.12,10/23/2008
LOWES #00734*,16.71,10/22/2008
STADIUM HARDWARE,31.33,10/22/2008
NAPA AUTO PARTS,50.28,10/22/2008
BUY.COM,41.97,10/22/2008
AKA*ADOLF KIEFER ASSOC,201.95,10/22/2008
ANN ARBOR CLEANING SUP,100.81,10/22/2008
ANN ARBOR CLEANING SUP,100.81,10/22/2008
ANN ARBOR CLEANING SUP,100.81,10/22/2008
ANN ARBOR CLEANING SUP,100.82,10/22/2008
TURFGRASS INC,1551.42,10/22/2008
TURFGRASS INC,1240,10/22/2008
LOWES #00734*,53.17,10/22/2008
VERISIGN INC*DIGITALID,1790,10/22/2008
USPS 2524950107 QQQ,7.29,10/22/2008
THE SCRAP BOX,27,10/22/2008
WASHTENAW CTY RGSTR DE,17,10/22/2008
HACH COMPANY,922,10/22/2008
SHRADER TIRE BIZ,54.84,10/22/2008
SHRADER TIRE BIZ,58.28,10/22/2008
PITNEY BOWES RENTAL,29.99,10/22/2008
PITNEYBOWES POSTAGE,100,10/22/2008
FRANKENMUTH BAVARIAN,98.79,10/22/2008
FRANKENMUTH BAVARIAN,98.79,10/22/2008
FRANKENMUTH BAVARIAN,98.79,10/22/2008
THE ALPHA GROUP,1050,10/21/2008
USPS 2524950107 QQQ,29.4,10/21/2008
ANDERSON PAINT COMPANY,18.71,10/21/2008
LOWES #00734*,240,10/21/2008
THE HOME DEPOT 2721,48.77,10/21/2008
AMZ*AMAZON PAYMENTS,145.89,10/21/2008
15TH JUDICIAL DISTRICT,163,10/21/2008
VERMEER OF MICHIGAN,1946.64,10/21/2008
WW GRAINGER 236,67.47,10/21/2008
ECO-PRODUCTS,411.36,10/21/2008
FEDEX KINKO'S #0465,15,10/21/2008
LOWES #00734*,23.25,10/21/2008
RUBBER STAMPS UNLTD,11.17,10/21/2008
WASHTENAW CTY RGSTR DE,100.2,10/21/2008
WASHTENAW CTY RGSTR DE,4.3,10/21/2008
WASHTENAW CTY RGSTR DE,162,10/21/2008
SCOTT TIRE SALES,1531.68,10/20/2008
DUNN BLUE A2 5,39,10/20/2008
NAPA AUTO PARTS,47.82,10/20/2008
WW GRAINGER 236,207.71,10/20/2008
CALENDARS.COM,14.99,10/20/2008
LOWES #00734*,56.97,10/20/2008
MURRAY'S #331700033175,21.15,10/20/2008
MCNAUGHTON MCKAY ELEC,13.9,10/20/2008
MCNAUGHTON MCKAY ELEC,3.15,10/20/2008
MCNAUGHTON MCKAY ELEC,7.2,10/20/2008
NAPA AUTO PARTS,57.72,10/20/2008
FINGERLE LUMBER CO SAL,4.88,10/20/2008
FINGERLE LUMBER CO SAL,4.88,10/20/2008
STAPLES 00115642,35.99,10/20/2008
ANDERSON PAINT COMPANY,103.04,10/20/2008
ACE BARNES HARDWARE,19.98,10/20/2008
BARRY BAGELS,36.98,10/19/2008
A 1 RENTAL INC,139,10/18/2008
LOWES #00734*,138.82,10/18/2008
MD BAGEL FRAGEL LLC,84.62,10/18/2008
TRADER JOE'S #678,11.97,10/18/2008
KROGER #605,19.38,10/18/2008
MEIJER INC #173 Q01,31.93,10/18/2008
GRAND TRAV RESORT & SP,3,10/17/2008
LOWES #00734*,70.53,10/17/2008
PC EXPRESS CENTER83Q42,8.5,10/17/2008
NATIONAL RECREATION AN,65,10/17/2008
WW GRAINGER 236,20.86,10/17/2008
WW GRAINGER 236,231.08,10/17/2008
KROGER #605,6.16,10/17/2008
INTUIT *18004INTUIT,225,10/17/2008
SABOR LATINO RESTAURAN,92.5,10/17/2008
KROGER #605,19.69,10/17/2008
CARPENTER BROS HAR,6.24,10/16/2008
SIP*STATEINDUSTRIAL US,507.82,10/16/2008
PC EXPRESS CENTER19Q42,23,10/16/2008
LOWES #00734*,31.44,10/16/2008
LOWES #00734*,67.3,10/16/2008
ACE BARNES HARDWARE,64.45,10/16/2008
GFS MKTPLC #0868,47.38,10/16/2008
ZINGERMANBAKEHOUSEINC,121.25,10/16/2008
COMPUTECH INTERNATIONA,1369.38,10/16/2008
ANN ARBOR WELDING SUPP,116.03,10/16/2008
WEINGARTZ SUPPLY CO,2005.57,10/16/2008
GFS MKTPLC #0942,77.48,10/15/2008
MICHAELS #2108,5.26,10/15/2008
FEDEX KINKO'S #1781,64.53,10/15/2008
UNIQUE TRUCK EQUIP,76.47,10/15/2008
LOWES #00734*,4.92,10/15/2008
BEST BUY MHT 00004085,184.96,10/15/2008
SHAWARMA EXPRESS DEQ72,8.46,10/15/2008
PAESANO'S RESTAURANT,19.43,10/15/2008
PC EXPRESS CENTER46Q42,5,10/15/2008
PC EXPRESS CENTER46Q42,7,10/15/2008
ADVANCE AUTO PARTS #81,-29.78,10/15/2008
WW GRAINGER 236,21.38,10/15/2008
SUNOCO SVC STATION,78.41,10/15/2008
LABSAFE*1012285396,66.86,10/15/2008
LANDSENDBUSINESS,122.38,10/15/2008
WW GRAINGER 236,47.6,10/14/2008
LOWES #00734*,22.65,10/14/2008
LANDSENDBUSINESS,282.3,10/14/2008
LANDSENDBUSINESS,281.35,10/14/2008
LANDSENDBUSINESS,99.42,10/14/2008
LANDSENDBUSINESS,103.88,10/14/2008
S&S WORLDWIDE,179.35,10/14/2008
FIRE SERVICE BOOKSTORE,692.42,10/14/2008
USPS 2524950107 QQQ,5.32,10/14/2008
SPARTAN DISTRIBUTORS,113.24,10/14/2008
NLTC INDUSTRIES INC,50,10/14/2008
LOWES #00734*,31.22,10/14/2008
LOWES #00734*,10.86,10/14/2008
ADVANCE AUTO PARTS #81,29.78,10/14/2008
AMERICAN LOCKER SECU,249.87,10/14/2008
SABOR LATINO RESTAURAN,48,10/14/2008
JOANN FABRIC #0176,18.33,10/14/2008
FOX TENT & AWNING,315.6,10/13/2008
LOWES #00734*,83.13,10/13/2008
NAPA AUTO PARTS,6.71,10/13/2008
NAPA AUTO PARTS,8.71,10/13/2008
ANDERSON PAINT COMPANY,49.99,10/13/2008
THE LIFEGUARD STORE,150,10/13/2008
TARGET 00012856,267.86,10/13/2008
AMAZON.COM,352.74,10/13/2008
LARRY'S MOWER SHOP INC,12.87,10/13/2008
SF STRONG INC,473.88,10/13/2008
SHUTTERSTOCK.COM,249,10/13/2008
A 1 RENTAL INC,175.96,10/13/2008
A 1 RENTAL,-9.96,10/13/2008
LOWES #00734*,33.68,10/13/2008
STADIUM HARDWARE,24.96,10/13/2008
KROGER #605,10.37,10/13/2008
KROGER #605,6.24,10/13/2008
MCNAUGHTON MCKAY ELEC,64.5,10/13/2008
GRATZI,88.83,10/13/2008
ANDERSON PAINT COMPANY,154,10/13/2008
KROGER #688,29.38,10/12/2008
AMAZON.COM,58.79,10/11/2008
PEOPLE'S FOOD COOP,15.34,10/11/2008
JIMMY JOHNS #12 Q62,162.16,10/10/2008
BEST BUY MHT 00004085,15.99,10/10/2008
JACK'S HARDWARE 08,68.14,10/10/2008
GROSS ELECTRIC INC,56.58,10/10/2008
ANDERSON PAINT COMPANY,63.88,10/10/2008
HOMEGOODS #0165,149.99,10/10/2008
KROGER #632,139.86,10/10/2008
REAL SEAFOOD CO,66.34,10/10/2008
LOWES #01750*,90.09,10/10/2008
ALLIED FENCE & SECURIT,352,10/10/2008
USPS 2524950107 QQQ,5.88,10/10/2008
ANN ARBOR CARPETS & FI,227.58,10/10/2008
TARGET 00006346,45.48,10/10/2008
WAYNE COUNTY AIRPORT,57,10/9/2008
BOULEVARD RESTAURANT/B,14.38,10/9/2008
FOREIGN CURRENCY MARKUP D,0.14,10/9/2008
TARGET 00012856,292.89,10/9/2008
HOMEGOODS #0165,29.99,10/9/2008
BUSCH'S #1035,19.99,10/9/2008
MEIJER INC #027 Q01,9.09,10/9/2008
MASTER TECH APPLIANCE,101.95,10/9/2008
LESCO SC 4044,239,10/9/2008
GFS MKTPLC #0868,35.91,10/9/2008
EXECUTIVECOMMUNICATION,615,10/9/2008
AMERICAN WATER WORKS,107.5,10/9/2008
STAPLES 00103846,40.98,10/9/2008
GFS MKTPLC #0868,118.22,10/9/2008
GRAND TRAV RESORT & SP,228.75,10/8/2008
NEWSKATES COM,504.75,10/8/2008
LOWES #01750*,312,10/8/2008
MURRAY'S #331700033175,11.97,10/8/2008
MARKERTEK VIDEO SUPPLY,59.87,10/8/2008
LOWES #00734*,80.47,10/8/2008
MICHAELS #2108,7.59,10/8/2008
SPARTAN DISTRIBUTORS,212.89,10/8/2008
TGN* ANCESTRY ACOM OCT,29.95,10/8/2008
15TH JUDICIAL DISTRICT,220,10/8/2008
STADIUM HARDWARE,15.98,10/8/2008
KROGER #605,6.78,10/8/2008
CDW GOVERNMENT,292.74,10/8/2008
KROGER #688,25.02,10/8/2008
ENGLISH GARDENS ANN AR,7.18,10/8/2008
SHERWIN WILLIAMS #1184,56.13,10/8/2008
LAWSON PRODUCTS,1146.86,10/8/2008
SATTERLUND SUPPLY CO,2608.14,10/8/2008
FINGERLE LUMBER CO SAL,137.74,10/8/2008
NAPA AUTO PARTS,273.72,10/8/2008
SABOR LATINO RESTAURAN,367.5,10/8/2008
PAYPAL *DIGDETECTIV,179.75,10/7/2008
KROGER #689,73.94,10/7/2008
DUNKIN #346601 Q35,38.84,10/7/2008
DUNKIN #346601 Q35,16.68,10/7/2008
DEXTER MILL,15.1,10/7/2008
ACE BARNES HARDWARE,4.85,10/7/2008
SPEEDWAY 06290 704,69.42,10/7/2008
NRPA,135,10/7/2008
CDW GOVERNMENT,211.59,10/7/2008
AHMO S GYROS & DELI,35.92,10/7/2008
WASHTENAW CTY RGSTR DE,87.3,10/7/2008
WASHTENAW CTY RGSTR DE,32,10/7/2008
GRAND HOTEL,-6.5,10/7/2008
GRAND HOTEL,-6.5,10/7/2008
KROGER #688,9.19,10/7/2008
NWA AIR 01221710685076,397,10/6/2008
NWA AIR 01202630366045,20,10/6/2008
AMAZON.COM,60.07,10/6/2008
AMAZON.COM,227.47,10/6/2008
FEDEX KINKO'S #0465,798,10/6/2008
SPEEDWAY 06616 DIM,65.5,10/6/2008
STADIUM HARDWARE,23.03,10/6/2008
WOLVERINE SUPPLY CO.,148.6,10/6/2008
LOWES #00734*,10.58,10/6/2008
ARBOR SPRINGS WATER CO,80,10/6/2008
GFS MKTPLC #0868,51.09,10/6/2008
MCNAUGHTON MCKAY ELEC,44.98,10/6/2008
MCNAUGHTON MCKAY ELEC,16.76,10/6/2008
MEIJER INC #027 Q01,317.96,10/6/2008
MEIJER INC #64 Q01,66.23,10/6/2008
MEIJER INC #64 Q01,-95.39,10/6/2008
JIMMY JOHNS #16 Q62,101.72,10/6/2008
LESLIE GOLF COURSE,25,10/6/2008
GRAND HOTEL,31.91,10/5/2008
GRAND HOTEL,31.91,10/5/2008
AMAZON.COM,58.79,10/4/2008
GFS MKTPLC #0868,97.61,10/4/2008
MICHAELS #2108,8.73,10/4/2008
SHEPLER S MACKINAC ISL,60,10/4/2008
